Track,Question_no,Question,Answer_A,Answer_B,Answer_C,Correct Answer
MARKETING,8,The campaign has just launched and people are clicking your advert—but nobody is enquiring about the apartments. What do you do?,Assume everyone is just browsing and declare the campaign a success.,Review the advert and the enquiry process to understand why people aren't taking the next step.,Double the advertising budget immediately.,B
MARKETING,9,Your design agency presents three different adverts for the same luxury apartment development. Which one do you approve?,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Marketing - Q9 Images\Marketing - Q9 - A.png,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Marketing - Q9 Images\Marketing - Q9 - B.png,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Marketing - Q9 Images\Marketing - Q9 - C.png,C
MARKETING,10,"Your CEO asks, ""Was the campaign successful?"" What's the best evidence?",The marketing video received lots of likes on social media.,Your mum shared the advert on Facebook.,"The campaign generated strong, high-quality enquiries that the sales team could follow up.",C
HUMAN RESOURCES,1,A new employee starts today and looks completely lost standing in reception. What do you do?,Tell them someone will probably come eventually.,"Go over, say hello and help them find where they need to be.",Pretend to be their manager and send them to clean the CEO's office.,B
HUMAN RESOURCES,2,An employee tells you something personal and asks you to keep it confidential. What should you do?,"Mention it to a couple of colleagues ""just so they're aware.""","Post it in the company group chat because ""everyone should know.""",Keep it to yourself unless there's a really important reason someone else needs to know.,C
HUMAN RESOURCES,3,Two employees are arguing loudly in the office. What is the best first step?,Calm things down and hear both sides before deciding anything.,Decide who looks more trustworthy.,Organise an arm-wrestling competition to settle it.,A
HUMAN RESOURCES,4,Two candidates perform equally well in an interview. Who should HR recommend?,The one whose CV used the fanciest font.,The one who smiled the most.,Choose the person who's the best fit for the job.,C
HUMAN RESOURCES,5,An employee arrives five minutes late every day. What should HR do?,Ignore it forever.,Have a chat with them and find out what's going on.,Install a giant countdown clock above their desk.,B
HUMAN RESOURCES,6,A candidate arrives nervous for an interview. What should you do?,"Begin the interview by dramatically saying, ""So... explain yourself.""",Tell them interviews are supposed to be stressful.,Help them relax so you can see what they're really like.,C
HUMAN RESOURCES,7,An employee asks for annual leave during one of the busiest weeks of the year. What should HR do?,See if there's a solution that works for both the employee and the business.,Approve every request automatically.,Tell everyone the office is now closed because one person wants a holiday.,A
HUMAN RESOURCES,8,Someone accidentally sends an email containing employee salary information to the wrong department. What should HR do first?,Hope nobody opens it.,"Reply All: ""Please ignore this... but while you're here...""",Try to stop anyone else seeing it and let the right people know straight away.,C
HUMAN RESOURCES,9,Which interview room would give the best first impression to a job candidate? (Visual question),"A clean, tidy room where the interviewer is ready and waiting.","A cluttered room with paperwork everywhere, a ringing phone and the interviewer eating lunch.","A room with a single chair under a bright spotlight, a giant countdown timer and the interviewer wearing sunglasses.",A
HUMAN RESOURCES,10,"The CEO asks: ""What's the most important job of HR?""",Making people fill in lots of forms.,Helping make the company a great place to work for everyone.,Telling employees they can't have fun anymore.,B
LEGAL & COMPLIANCE,1,A supplier offers you an expensive gift after winning a contract. What should you do?,Accept it and tell them bigger gifts mean bigger contracts.,Accept it because they've been a really good supplier.,Politely thank them but explain you can't accept expensive gifts.,C
LEGAL & COMPLIANCE,2,"You're about to sign a contract worth millions of dirhams, but you notice there's one page you haven't read. What do you do?",Sign it anyway because everyone else already has.,Get your colleague to sign it instead.,Read it before you sign it.,C
LEGAL & COMPLIANCE,3,You notice a colleague is about to email confidential company information to the wrong person. What should you do?,Stop them before they send it.,Assume it'll probably be fine.,"Tell them to press ""Send All"" just to be safe.",A
LEGAL & COMPLIANCE,4,"Someone asks you to ""just change today's date"" on a document to make things easier. What do you do?",Explain that documents should always be accurate.,Do it because it's only one date.,Change the year as well while you're at it.,A
LEGAL & COMPLIANCE,5,You find an envelope full of cash on your desk with no note. What should you do?,Keep it safe until someone asks for it.,Hand it to the right person and let them figure out who it belongs to.,Assume it's your bonus and order a sports car.,B
LEGAL & COMPLIANCE,6,Which Legal & Compliance desk looks the most professional? (Visual question),C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Legal & Compliance - Q6 Images\Legal & Compliance - Q6 - A.png,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Legal & Compliance - Q6 Images\Legal & Compliance - Q6 - B.png,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Legal & Compliance - Q6 Images\Legal & Compliance - Q6 - C.png,B
LEGAL & COMPLIANCE,7,A contractor arrives on site but doesn't have the required ID or access pass. What should you do?,Ask them to wait until everything has been checked.,Let them in because they seem friendly.,Give them a hard hat and tell them they're the new CEO.,A
LEGAL & COMPLIANCE,8,You notice someone isn't following an important safety or company rule. What should you do?,Ignore it because it isn't your job.,Say something before it turns into a bigger problem.,Join in so nobody feels left out.,B
LEGAL & COMPLIANCE,9,A candidate arrives for a meeting looking a little nervous. What should you do?,Tell them meetings are supposed to be stressful.,"Start by saying, ""Right... explain yourself.""",Help them relax so you can see what they're really like.,C
LEGAL & COMPLIANCE,10,"The CEO asks: ""What's the biggest job of Legal & Compliance?""",Helping the company stay out of trouble by doing things the right way.,Making every meeting longer.,"Saying ""no"" to absolutely everything.",A
OPERATIONS & SUPPLY CHAIN,1,"The concrete has arrived on site, but the steel delivery is delayed. What should you do?",Wait a while in case the steel arrives soon.,Let everyone know before the delay causes even more problems.,Pour the concrete anyway and hope for the best.,B
OPERATIONS & SUPPLY CHAIN,2,A crane breaks down just before a major lift. What's the first thing you do?,Tell the team so they can get on with something else.,Focus on getting the crane fixed before updating everyone else.,Hire a helicopter instead.,A
OPERATIONS & SUPPLY CHAIN,3,Two subcontractors have both booked the same work area at the same time. What should you do?,Tell them the first one through the gate wins.,Let them work it out between themselves.,Call one of the teams and move them to a different time.,C
OPERATIONS & SUPPLY CHAIN,4,Which construction site looks the best organised? (Visual question),C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Operations - Q4 Images\Operations - Q4 - A.png,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Operations - Q4 Images\Operations - Q4 - B.png,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Operations - Q4 Images\Operations - Q4 - C.png,A
OPERATIONS & SUPPLY CHAIN,5,A supplier phones to say the tiles won't arrive until next week. What should you do?,Wait until someone asks where the tiles are.,Give the site team a heads-up so they can change the plan.,Buy every tile from the nearest DIY shop.,B
OPERATIONS & SUPPLY CHAIN,6,One team finishes their work earlier than expected. What should you do?,Give everyone the afternoon off.,Tell them to wait until tomorrow.,See if there's another job they can help with.,C
OPERATIONS & SUPPLY CHAIN,7,"A delivery arrives, but it's the wrong materials. What should you do?",Hide it behind the site office and hope nobody notices.,Keep it because it looks close enough.,Turn the delivery away before anyone unloads it.,C
OPERATIONS & SUPPLY CHAIN,8,"The Project Manager asks when the next delivery will arrive, but you don't know. What should you do?",Guess a time that sounds about right.,Find out first instead of guessing.,"Tell them ""Five minutes!"" every time they ask.",B
OPERATIONS & SUPPLY CHAIN,9,Heavy rain is forecast tomorrow and outdoor work may be affected. What should you do?,Get ready now so tomorrow runs as smoothly as possible.,Ignore the forecast because it might not rain.,Ask if someone can reschedule the weather.,A
OPERATIONS & SUPPLY CHAIN,10,"The CEO asks: ""What's the biggest job of Operations?""",Ordering lots of equipment.,Driving forklifts around all day.,"Keeping everything moving, even when things don't go to plan.",C
PROJECT MANAGEMENT,1,You've just been asked to lead a brand-new project. What's the first thing you do?,"Get everyone together, explain the goal and agree on a plan.",Start working straight away and figure things out as you go.,"Tell everyone, ""We'll just make it up as we go!""",A
PROJECT MANAGEMENT,2,"Halfway through the project, the customer asks for an extra feature that wasn't in the original plan. What do you do?",Promise them even more features while you're at it.,Add it now and adjust the schedule later.,"Work out how it affects the budget, timeline and workload before agreeing.",C
PROJECT MANAGEMENT,3,One member of your team says they're struggling to finish their work. What's your next move?,Give them a bit more time and hope they catch up.,Find out what's holding them back and help remove the problem.,Tell them to watch a few motivational videos and they'll be fine.,B
PROJECT MANAGEMENT,4,Three important tasks all need your attention at the same time. What do you do?,Help whoever asked you first.,Work out which one is most urgent and tackle that first.,Put it in the group chat and let everyone vote.,B
PROJECT MANAGEMENT,5,A delivery your project depends on hasn't arrived. What do you do?,Wait a little longer in case it turns up.,Keep refreshing the tracking page every 10 seconds until it arrives.,Tell the team and adjust the plan so work can continue where possible.,C
PROJECT MANAGEMENT,6,"The customer asks how the project is going, but you're running behind schedule. What do you do?",Be honest about the delay and explain how you're getting back on track.,Wait until you've solved the problem before telling them.,Turn your phone onto silent and hope they forget to ask.,A
PROJECT MANAGEMENT,7,Your team finishes one stage of the project earlier than expected. What's the best next step?,Start the next planned task while you've got momentum.,Slow things down so you still finish on the original deadline.,Celebrate like you've already finished the whole project.,A
PROJECT MANAGEMENT,8,You notice a small problem that could become a much bigger one later. What do you do?,Keep an eye on it and only act if it gets worse.,Deal with it now while it's quick and easy to fix.,"Rename it ""Future Me's Problem"" and carry on.",B
PROJECT MANAGEMENT,9,"Just before launch, someone comes up with a brilliant new idea. What do you do?",Cancel the launch and start the whole project again.,Add it because good ideas should never be ignored.,"Check whether the benefits are worth the extra time, cost and risk before deciding.",C
PROJECT MANAGEMENT,10,"Someone asks, ""What's the most important job of a Project Manager?""",Helping people work together to deliver the project successfully.,Making sure everyone stays busy all day.,Booking enough meetings that nobody has time to do any actual work.,A
SALES & BUSINESS DEVELOPMENT,1,Someone walks up to your stand at the careers fair. What's your first move?,Ask if they'd like to buy something before saying hello.,Tell them absolutely everything about your company.,Ask what they're looking for before you start talking.,C
SALES & BUSINESS DEVELOPMENT,2,"A customer says, ""I'll think about it."" What do you do?","Say ""No problem"" and agree when you'll check back with them.",Wait and hope they remember you.,"Message them every morning with ""Just checking...""",A
SALES & BUSINESS DEVELOPMENT,3,Someone says another company is cheaper. What do you do?,Match the cheaper price straight away.,Tell them they'll regret it forever.,Show them why you're worth paying a bit more for.,C
SALES & BUSINESS DEVELOPMENT,4,You're chatting to a potential customer and realise your product isn't actually right for them. What do you do?,Try to sell it anyway.,Tell them honestly—even if it means you don't make the sale.,Pretend you suddenly have an important phone call.,B
SALES & BUSINESS DEVELOPMENT,5,A customer asks something you don't know. What do you do?,Tell them you'll find out instead of making something up.,Give your best guess.,Ask the nearest person if they know... using speakerphone.,A
SALES & BUSINESS DEVELOPMENT,6,A customer hasn't replied to your last message. What's the best move?,"Send them a ""???"" every hour.",Keep messaging until they answer.,"Check in once more, then give them some space.",C
SALES & BUSINESS DEVELOPMENT,7,You notice a business could really use what your company offers. What do you do?,Start a conversation and see if you can help.,Wait and hope they find your website one day.,"Turn up with a giant banner saying ""BUY OUR STUFF!""",A
SALES & BUSINESS DEVELOPMENT,8,A customer is annoyed because something went wrong. What do you do?,Change your LinkedIn profile so they can't find you.,"Listen first, then fix the problem.",Explain why it wasn't really your fault.,B
SALES & BUSINESS DEVELOPMENT,9,Why do people often keep buying from the same salesperson?,Because they always have the lowest prices.,Because they trust them.,Because the salesperson remembers their dog's birthday.,B
SALES & BUSINESS DEVELOPMENT,10,So... what does someone in Sales & Business Development actually do?,"Meet people, solve problems and help the business grow.",Spend all day trying to convince people to buy things.,"Drink coffee, collect business cards and call it networking.",A
ARCHITECTURE & DESIGN,1,"A client says, ""I want a house that's modern, practical and perfect for my family."" What's your first move?",Ask lots of questions before you start designing.,Start drawing the coolest-looking house you can think of.,Copy Tony Stark's mansion from a movie.,A
ARCHITECTURE & DESIGN,2,Your design looks amazing... but it's way over the client's budget. What do you do?,Suggest they start a GoFundMe.,Tell them to find more money.,Change the design so it still looks great but costs less.,C
ARCHITECTURE & DESIGN,3,The builders say one part of your design can't actually be built. What do you do?,Work with them to find a better solution.,"Tell them to ""figure it out.""",Tell them gravity is just a suggestion.,A
ARCHITECTURE & DESIGN,4,"A client asks for another bedroom, but there's no extra space. What do you do?",Make every room a bit smaller.,Look for a smarter layout that makes better use of the space.,Add a room on the roof and hope nobody notices.,B
ARCHITECTURE & DESIGN,5,You're designing a school. What's most important?,"Making it safe, practical and enjoyable for students to use.",Making sure it looks good in drone photos.,Adding a slide instead of stairs everywhere.,A
ARCHITECTURE & DESIGN,6,Look at the pictures. Which design does the best job of making the building easy for everyone to use?,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Architecture & Design - Q6 Images\A&D - Q6 - A.jpg,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Architecture & Design - Q6 Images\A&D - Q6 - B.jpg,C:\Users\Charl\OneDrive - Abdulla Al Arif Investment\Documents\AAAH SSD MASTER SHARED FOLDER\AAAH Projects\Ruya Careers Fair 2026\Architecture & Design - Q6 Images\A&D - Q6 - C.jpg,B
ARCHITECTURE & DESIGN,7,Your client keeps changing their mind every week. What do you do?,"Save 47 different versions called ""Final_Final_v9_REAL"".",Keep changing everything without saying anything.,"Listen, update the design and explain how the changes affect the project.",C
ARCHITECTURE & DESIGN,8,You finish a design and notice one small mistake before sending it to the client. What do you do?,Hope nobody spots it.,Zoom in to 500% and pretend it's modern art.,Fix it now before anyone starts building.,C
ARCHITECTURE & DESIGN,9,"Someone says, ""Architecture is just drawing buildings."" What would you say?",It's about designing places that people can actually enjoy living and working in.,It's mostly choosing colours.,It's just playing The Sims all day.,A
ARCHITECTURE & DESIGN,10,So... what does an Architect actually do?,Spend all day making buildings look fancy.,"Turn ideas into places where people can live, work and enjoy life.",Carry a giant roll of blueprints everywhere they go.,B
ENGINEERING (AR),1,لقد تم تعيينك للتو مهندساً رئيسياً لبرج شقق فاخرة جديدة. ما هي خطوتك الأولى؟,مراجعة خطط المشروع والتأكد من الجدوى الإنشائية.,طلب قهوة والأمل في أن يبني البرج نفسه.,الاتصال بصديقك لتسأله إن كانت لديه عصا سحرية.,A
ENGINEERING (AR),2,اكتشفت أن تربة الأرض أكثر ليونة مما كان متوقعاً. ماذا ستفعل؟,إجراء اختبارات تربة إضافية وتكييف تصميم الأساسات.,بناء البرج على أي حال والأمل في أن يطفو.,اقتراح تحويل المبنى بأكمله إلى غواصة.,A
ENGINEERING (AR),3,يريد العميل الآن مسبحاً لا نهائياً على السطح. ما هي خطوتك التالية؟,حساب الحمل وتصميم التعزيزات لوزن الماء.,استبدال الماء بصور ثلاثية الأبعاد.,تركيب ترامبولين بدلاً من المسبح - فهو أكثر ارتداداً.,A
ENGINEERING (AR),4,البناء جارٍ ومورّد متأخر. ما قرارك؟,إيجاد مورّد بديل وتعديل الجداول الزمنية.,الذعر والهروب إلى الصحراء.,استبدال كل الخرسانة بالهلام - إنه لذيذ وملوّن.,A
ENGINEERING (AR),5,يقول مفتش المدينة إن تصميم برجك المخطط له طويل جداً وفق قوانين التخطيط العمراني الحالية. ما خطوتك التالية؟,تصميم البرج ليطوى مثل تلسكوب ليتوافق مع اللوائح.,التعاون مع مخططي المدينة وتعديل الارتفاع أو طلب التصنيف العمراني.,نقل المبنى إلى القمر - لا قوانين تخطيط هناك!,B
ENGINEERING (AR),6,في منتصف البناء يعرض مورّد مواد صديقة للبيئة بسعر مخفّض. ماذا تفعل؟,تجاهله - الصديق للبيئة يعني اللون الأخضر والأخضر يتعارض مع نظام ألوانك.,تقييم المواد من حيث المتانة والتكلفة والاستدامة والتعديل إذا كان مناسباً.,بناء بيت على شجرة بدلاً من ذلك - 100٪ صديق للبيئة!,B
ENGINEERING (AR),7,يُتوقع عاصفة في يوم صب الخرسانة. ما قرارك؟,إعادة جدولة الصب والتأكد من أن ظروف الطقس مثالية.,الصب على أي حال ودع العاصفة تساعد - من يحتاج إلى خرسانة ناعمة؟,استخدام أقراص الخطمي بدلاً من ذلك - إنها ناعمة ومقاومة للعواصف!,A
ENGINEERING (AR),8,تم خفض الميزانية فجأة بنسبة 10٪. ما أسلوبك؟,إعادة تقييم المواد والتصميم والجداول الزمنية للبقاء ضمن الميزانية.,استبدال كل الأثاث بالكرتون - قابل لإعادة التدوير وعصري!,إخبار العميل بأن يحضر طوبه الخاص.,A
ENGINEERING (AR),9,البرج على وشك الاكتمال لكن المصاعد لم تُركَّب بعد. ما حلّك؟,تحديد موعد مع مقاول مصاعد موثوق لضمان التركيب الآمن.,اقتراح زلّاقة عملاقة من الطابق العلوي إلى الردهة - ممتعة وسريعة!,توزيع المظلات - الأمر كله يتعلق بالإثارة.,A
ENGINEERING (AR),10,المبنى مكتمل - حان وقت تقديمه. ما هي لحظتك الختامية؟,تنظيم جولة احترافية لعرض جميع الميزات التي هندستها.,تحليق منطاد بلافتة تاداا عملاقة - الأمر كله يتعلق بالمشهد.,لفّ المبنى بقوس عملاق - لأن من لا يحب الهدايا؟,A
IT (AR),1,"تلقيت بريداً إلكترونياً من شخص يدّعي أنه المدير التنفيذي يطلب منك بشكل عاجل شراء بطاقات هدايا بقيمة 25,000 درهم. ماذا تفعل؟",شراء بطاقات الهدايا فوراً.,التحقق من الطلب قبل اتخاذ أي إجراء.,الاتصال بمساعد المدير التنفيذي الأسبوع القادم للسؤال.,B
IT (AR),2,أبلغ موقع البناء عن انقطاع الإنترنت ولا يستطيع المهندسون الوصول إلى أحدث الرسومات. ما خطوتك الأولى؟,إخبار الفريق بمواصلة العمل بدون الرسومات.,مطالبة الجميع باستخدام هواتفهم كنقاط اتصال لبقية الأسبوع.,التحقيق في اتصال الموقع وتحديد سبب الانقطاع.,C
IT (AR),3,يريد قسم الموارد البشرية إدخال مساعد ذكاء اصطناعي للإجابة على أسئلة الموظفين. ما توصيتك؟,مراجعة المتطلبات والتأكد من حماية بيانات الشركة قبل التطبيق.,السماح للموارد البشرية بتحميل ملفات الشركة السرية في أي أداة ذكاء اصطناعي عامة لاختبارها.,إخبار الموارد البشرية بأن الذكاء الاصطناعي جديد جداً ولا ينبغي استخدامه.,A
IT (AR),4,يتوقف موقع الشركة الإلكتروني فجأة بعد إطلاق قسم التسويق حملة كبرى. ما أولويتك؟,بناء موقع إلكتروني جديد تماماً على الفور.,التحقيق في حالة الاستضافة ونظام أسماء النطاقات والخادم لتحديد السبب.,انتظار بضع ساعات لترى إن كان يعود من تلقاء نفسه.,B
IT (AR),5,يبدأ موظف جديد بعد 15 دقيقة لكن ليس لديه حساب Microsoft 365 بعد. ماذا ينبغي أن تفعل؟,منحهم بيانات تسجيل دخول موظف آخر للصباح.,منحهم الوصول إلى حساب Gmail شخصي بدلاً من ذلك.,إنشاء حسابهم وتعيين الأذونات الصحيحة في أسرع وقت ممكن.,C
IT (AR),6,يبدأ اجتماع مجلس الإدارة بعد ثلاث دقائق وغرفة Teams لا تتصل. ما أفضل استجابة لك؟,طلب من الجميع تأجيل الاجتماع حتى الغد.,استكشاف أخطاء غرفة Teams وإصلاحها فوراً وتشغيلها.,اقتراح انضمام الجميع من أجهزتهم المحمولة بينما تواصل التحقيق.,B
IT (AR),7,أبلغ مدير أول عن فقدان هاتفه المحمول الخاص بالشركة. ما أول شيء ينبغي عليك فعله؟,الانتظار لترى إن كان أحد سيسلّمه.,قفل الجهاز أو مسحه عن بُعد وتأمين حساب الشركة.,شراء هاتف جديد تماماً لهم على الفور.,B
IT (AR),8,أبلغ قسم المالية عن عدم إمكانية معالجة مدفوعات الموردين لأن نظام تخطيط موارد المؤسسات غير متاح. ما أولويتك؟,إخبار الموردين بأنهم سيضطرون للانتظار حتى الأسبوع القادم.,الاستمرار في معالجة المدفوعات يدوياً إلى الأبد.,التصعيد الفوري للانقطاع والبدء في استعادة خدمة النظام.,C
